"Site","DxG_block","paddock","genus_species","species_code","height_cm","emerging_leaves","developed_leaves","scenesced_leaves","flower_heads","open_flowers","percent_green","lifespan","growth_form","photosynthetic_pathway","Date","Season","people","comments","leaf_thickness_.mm.","wet_leaf_weight_g","date_lab","people_lab","comments_lab","Dry_Biomass_min_Leaf_g","Dry_Leaf_Weight_g","Total.Area","NOTES","ID"
"FK",3,"HG","Poa_secunda","POSE",11.9,1,2,0,13,0,99,"perennial","graminoid","C3","6/1/22","Early","KB_KVL","",0.36,"0.00198","6/2/22","KB_KVL","","0.0083","0.0087",0.966,"","POSE_FK_3_HG"
"TB",1,"LG","Psoralidium_tenuiflorum","PSTE",3.1,4,1,0,1,0,100,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","Plant from MG B1",0.45,"0.0375","5/28/22","KB_KVL","","0.0076","0.0063",1.043,"","PSTE_TB_1_LG"
"TB",1,"MG","Psoralidium_tenuiflorum","PSTE",2.5,10,5,0,2,0,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.42,"0.045","5/28/22","KB_KVL","","0.0618","0.0101",1.305,"","PSTE_TB_1_MG"
"TB",1,"HG","Psoralidium_tenuiflorum","PSTE",4,3,4,0,1,0,99,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","Plant from B1 MG",0.42,"0.0493","5/28/22","KB_KVL","","0.0345","0.0103",1.41,"","PSTE_TB_1_HG"
"TB",2,"LG","Psoralidium_tenuiflorum","PSTE",4.6,3,2,0,0,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.44,"0.534","5/28/22","KB_KVL","","0.0201","0.0087",1.473,"","PSTE_TB_2_LG"
"TB",2,"MG","Psoralidium_tenuiflorum","PSTE",5,8,4,0,2,0,99,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.28,"0.0495","5/28/22","KB_KVL","","0.0673","0.0089",1.722,"","PSTE_TB_2_MG"
"TB",2,"HG","Psoralidium_tenuiflorum","PSTE",8.1,3,2,0,0,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.54,"0.0597","5/29/22","KB_KVL","","0.0373","0.0113",1.831,"","PSTE_TB_2_HG"
"TB",3,"LG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","PSTE_TB_3_LG"
"TB",3,"MG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","PSTE_TB_3_MG"
"TB",3,"HG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","PSTE_TB_3_HG"
"FK",1,"LG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"MG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/30/22","Early","KB_KVL","",NA,"","5/30/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",1,"HG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/30/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"LG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"MG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",2,"HG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/31/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"LG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"MG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","6/1/22","Early","KB_KVL","",NA,"","6/1/22","KB_KVL","",NA,NA,NA,NA,NA
"FK",3,"HG","Psoralidium_tenuiflorum","PSTE",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","6/1/22","Early","KB_KVL","",NA,"","6/2/22","KB_KVL","",NA,NA,NA,NA,NA
"TB",1,"LG","Sphaeralcea_coccinea","SPCO",2.8,3,2,0,0,0,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.38,"0.0256","5/28/22","KB_KVL","","0.0259","0.0064",0.738,"","SPCO_TB_1_LG"
"TB",1,"MG","Sphaeralcea_coccinea","SPCO",2.9,2,6,0,0,0,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.45,"0.0508","5/28/22","KB_KVL","","0.0324","0.014",1.353,"","SPCO_TB_1_MG"
"TB",1,"HG","Sphaeralcea_coccinea","SPCO",2.9,7,11,0,0,0,99,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.46,"0.0353","5/28/22","KB_KVL","","0.0717",NA,1.267,"","SPCO_TB_1_HG"
"TB",2,"LG","Sphaeralcea_coccinea","SPCO",3.6,1,9,0,1,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.43,"0.0539","5/28/22","KB_KVL","","0.0626","0.0127",1.654,"","SPCO_TB_2_LG"
"TB",2,"MG","Sphaeralcea_coccinea","SPCO",1.6,2,4,0,0,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.7,"0.0213","5/28/22","KB_KVL","","0.0240","0.0064",0.766,"","SPCO_TB_2_MG"
"TB",2,"HG","Sphaeralcea_coccinea","SPCO",2.5,0,6,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.37,"0.0797","5/29/22","KB_KVL","","0.1244","0.0235",2.527,"","SPCO_TB_2_HG"
"TB",3,"LG","Sphaeralcea_coccinea","SPCO",6.8,2,7,0,0,0,98,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.41,"0.0617","5/29/22","KB_KVL","","0.0911","0.0139",1.764,"","SPCO_TB_3_LG"
"TB",3,"MG","Sphaeralcea_coccinea","SPCO",3.6,1,6,0,0,0,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.41,"0.0498","5/29/22","KB_KVL","","0.0569","0.0111",1.544,"","SPCO_TB_3_MG"
"TB",3,"HG","Sphaeralcea_coccinea","SPCO",5.6,3,6,0,0,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.35,"0.0726","5/29/22","KB_KVL","","0.0972","0.0171",2.216,"","SPCO_TB_3_HG"
"FK",1,"LG","Sphaeralcea_coccinea","SPCO",9.2,3,5,0,1,0,98,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.58,"0.1017","5/30/22","KB_KVL","","0.2092","0.0319",3.537,"","SPCO_FK_1_LG"
"FK",1,"MG","Sphaeralcea_coccinea","SPCO",8.1,5,6,0,1,0,98,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.31,"0.1495","5/30/22","KB_KVL","","0.231","0.0371",5.07,"","SPCO_FK_1_MG"
"FK",1,"HG","Sphaeralcea_coccinea","SPCO",8.3,11,8,0,1,0,99,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.44,"0.1723","6/1/22","KB_KVL","","0.4036","0.0477",NA,NA,NA
"FK",2,"LG","Sphaeralcea_coccinea","SPCO",7.1,4,6,2,0,0,90,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.43,"0.0848","6/1/22","KB_KVL","","0.1511","0.0226",2.941,"","SPCO_FK_2_LG"
"FK",2,"MG","Sphaeralcea_coccinea","SPCO",8.4,8,7,0,1,0,100,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.42,"0.1816","6/1/22","KB_KVL","","0.1201","0.0534",5.191,"","SPCO_FK_2_MG"
"FK",2,"HG","Sphaeralcea_coccinea","SPCO",4.6,3,5,1,1,0,90,"perennial","forb","C3","5/31/22","Early","KB_KVL","",0.47,"0.0976","6/1/22","KB_KVL","","0.1925","0.0258",3.734,"","SPCO_FK_2_HG"
"FK",3,"LG","Sphaeralcea_coccinea","SPCO",5.4,2,9,0,0,0,97,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.39,"0.1025","6/1/22","KB_KVL","","0.179","0.0303",3.586,"","SPCO_FK_3_LG"
"FK",3,"MG","Sphaeralcea_coccinea","SPCO",8.3,3,6,0,1,0,99,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.39,"0.0655","6/1/22","KB_KVL","","0.173","0.0215",2.604,"","SPCO_FK_3_MG"
"FK",3,"HG","Sphaeralcea_coccinea","SPCO",6.9,3,9,0,1,0,97,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.45,"0.0884","6/2/22","KB_KVL","","0.2336","0.0268",3.237,"","SPCO_FK_3_HG"
"TB",1,"LG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/28/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",1,"MG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/28/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",1,"HG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/28/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",2,"LG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",2,"MG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",2,"HG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",3,"LG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",3,"MG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"TB",3,"HG","Sporobolus_cryptandrus","SPCR",NA,NA,NA,NA,NA,NA,NA,"","","","6/29/22","Late","KB","",NA,"","6/30/22","KB_AY","",NA,NA,NA,NA,NA
"FK",1,"LG","Sporobolus_cryptandrus","SPCR",23.9,1,0,0,0,0,98,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH","",0.23,"0.1923","7/2/22","KB_MF","","0.3164","0.0674",8.276,"","SPCR_FK_1_LG"
"FK",1,"MG","Sporobolus_cryptandrus","SPCR",20.2,1,2,2,0,0,89,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH","",0.2,"0.0984","7/2/22","KB_MF","","0.1323","0.0306",5.48,"","SPCR_FK_1_MG"
"FK",1,"HG","Sporobolus_cryptandrus","SPCR",28,1,4,4,0,0,86,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH","",0.25,"0.0533","7/2/22","KB_MF","","0.019","0.44",2.188,"","SPCR_FK_1_HG"
"FK",2,"LG","Sporobolus_cryptandrus","SPCR",13,1,4,0,0,0,92,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH","Taken from B1MG",0.24,"0.0545","7/2/22","KB_MF","","0.1087","0.0189",3.152,"","SPCR_FK_2_LG"
"FK",2,"MG","Sporobolus_cryptandrus","SPCR",18.2,1,4,1,0,0,97,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH","Taken from B1HG",0.34,"0.1633","7/2/22","KB_MF","","0.24","0.0686",8.532,"","SPCR_FK_2_MG"
"FK",2,"HG","Sporobolus_cryptandrus","SPCR",14.6,2,3,0,0,0,99,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH","plant from B1MG",0.19,"0.0894","7/2/22","KB_MF","","0.1378","0.0318",4.146,"","SPCR_FK_2_HG"
"FK",3,"LG","Sporobolus_cryptandrus","SPCR",17.9,1,3,2,0,0,85,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH_AY_KW_JA","Plant from B1MG",0.2,"0.083","7/2/22","KB_MF","","0.1146","0.0301",4.469,"","SPCR_FK_3_LG"
"FK",3,"MG","Sporobolus_cryptandrus","SPCR",21.1,1,4,0,0,0,98,"perennial","graminoid","C4","7/1/22","Late","GT_MF_JH_AY_KW_JA","Plant from B1HG",0.2,"0.0749","7/2/22","KB_MF","","0.2498","0.03",4.164,"","SPCR_FK_3_MG"
"FK",3,"HG","Sporobolus_cryptandrus","SPCR",26.2,1,3,1,0,0,97,"perennial","graminoid","C4","7/1/22","Late","AY_JA_KW","Plant from B1HG",0.3,"0.0826","7/2/22","KB_MF","","0.1586","0.0482",6.692,"","SPCR_FK_3_HG"
"TB",1,"LG","Taraxacum_officinale","TAOF",4.5,0,10,0,1,0,65,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","1 dead flower head",0.45,"0.0508","5/28/22","KB_KVL","","0.0786","0.0063",1.881,"","TAOF_TB_1_LG"
"TB",1,"MG","Taraxacum_officinale","TAOF",3.6,0,9,0,0,0,85,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","1 dead flower head",0.3,"0.0611","5/28/22","KB_KVL","","0.1068","0.0040",2.18,"","TAOF_TB_1_MG"
"TB",1,"HG","Taraxacum_officinale","TAOF",6.2,0,8,0,1,0,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.43,"0.0921","5/28/22","KB_KVL","","0.0624","0.0156",3.866,"","TAOF_TB_1_HG"
"TB",2,"LG","Taraxacum_officinale","TAOF",1.6,1,4,1,0,0,50,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.0169","5/28/22","KB_KVL","","0.0175","0.0032",0.887,"","TAOF_TB_2_LG"
"TB",2,"MG","Taraxacum_officinale","TAOF",14.4,0,28,1,6,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water, 1 seed head, 7 head flowers",0.2,"0.1655","5/28/22","KB_KVL","","0.5690","0.0225",7.818,"","TAOF_TB_2_MG"
"TB",2,"HG","Taraxacum_officinale","TAOF",5.4,0,29,0,10,1,95,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.1586","5/29/22","KB_KVL","","0.7394","0.0205",6.338,"","TAOF_TB_2_HG"
"TB",3,"LG","Taraxacum_officinale","TAOF",3.1,0,2,0,1,0,60,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.33,"0.1092","5/29/22","KB_KVL","","0.0209","0.0181",4.694,"","TAOF_TB_3_LG"
"TB",3,"MG","Taraxacum_officinale","TAOF",2.9,0,5,0,0,0,100,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.31,"0.0875","5/29/22","KB_KVL","","0.0308","0.0131",4.269,"found, tb-b3-mg-22-2","TAOF_TB_3_MG"
"TB",3,"HG","Taraxacum_officinale","TAOF",4.5,0,4,0,0,0,80,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","1 dead flower head",0.4,"0.0729","5/29/22","KB_KVL","","0.0398","0.0103",3.086,"","TAOF_TB_3_HG"
"FK",1,"LG","Taraxacum_officinale","TAOF",4.5,0,3,0,0,0,100,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.45,"0.0869","5/30/22","KB_KVL","","0.031","0.014",6.757,"","TAOF_FK_1_LG"
"FK",1,"MG","Taraxacum_officinale","TAOF",7.2,0,6,0,0,0,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","",0.29,"0.10108","5/30/22","KB_KVL","","0.039","0.0162",5.414,"","TAOF_FK_1_MG"
"FK",1,"HG","Taraxacum_officinale","TAOF",3.4,0,10,1,0,0,95,"perennial","forb","C3","5/30/22","Early","KB_KVL","1 dead flower head",0.28,"0.0544","6/1/22","KB_KVL","","0.0917","0.0093",2.345,"found","TAOF_FK_1_HG"
"FK",2,"LG","Taraxacum_officinale","TAOF",4.1,0,12,0,0,0,80,"perennial","forb","C3","5/31/22","Early","KB_KVL","2 dead flower heads",0.28,"0.0554","6/1/22","KB_KVL","","0.0965","0.0102",2.248,"","TAOF_FK_2_LG"
"FK",2,"MG","Taraxacum_officinale","TAOF",4.3,0,13,0,0,0,95,"perennial","forb","C3","5/31/22","Early","KB_KVL","3 dead flower heads",0.28,"0.1241","6/1/22","KB_KVL","","0.1272","0.00203",4.666,"","TAOF_FK_2_MG"
"FK",2,"HG","Taraxacum_officinale","TAOF",4.1,0,7,0,0,0,70,"perennial","forb","C3","5/31/22","Early","KB_KVL","2 dead flower heads",0.5,"0.0749","6/1/22","KB_KVL","","0.0874","0.0128",6.571,"","TAOF_FK_2_HG"
"FK",3,"LG","Taraxacum_officinale","TAOF",3.7,0,8,0,1,0,97,"perennial","forb","C3","6/1/22","Early","KB_KVL","1 dead flower head",0.42,"0.0599","6/1/22","KB_KVL","","0.0469","0.0101",2.806,"","TAOF_FK_3_LG"
"FK",3,"MG","Taraxacum_officinale","TAOF",4.6,0,7,0,0,0,98,"perennial","forb","C3","6/1/22","Early","KB_KVL","",0.41,"0.0657","6/1/22","KB_KVL","","0.0695","0.107",2.316,"","TAOF_FK_3_MG"
"FK",3,"HG","Taraxacum_officinale","TAOF",4.4,0,9,0,0,0,85,"perennial","forb","C3","6/1/22","Early","KB_KVL","2 dead flower heads",0.42,"0.1034","6/2/22","KB_KVL","","0.076","0.0153",3.957,"","TAOF_FK_3_HG"
"TB",1,"LG","Tetraneuris_acaulis","TEAC",4.4,5,11,0,0,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","Plant taken from B2LG",0.39,"0.0262","5/28/22","KB_KVL","","0.0756","0.0010",0.771,"","TEAC_TB_1_LG"
"TB",1,"MG","Tetraneuris_acaulis","TEAC",2.6,3,8,0,0,0,98,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","Plant found in B2LG",0.44,"0.0114","5/28/22","KB_KVL","","0.0246","0.0022",0.238,"","TEAC_TB_1_MG"
"TB",1,"HG","Tetraneuris_acaulis","TEAC",4.2,2,10,0,0,0,95,"perennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","plant from B2LG",0.56,"0.0107","5/28/22","KB_KVL","","0.0269","0.0165",0.345,"","TEAC_TB_1_HG"
"TB",2,"LG","Tetraneuris_acaulis","TEAC",3.6,3,13,6,0,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.62,"0.019","5/28/22","KB_KVL","","0.0595","0.0048",0.676,"","TEAC_TB_2_LG"
"TB",2,"MG","Tetraneuris_acaulis","TEAC",4.6,4,15,1,0,0,65,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.44,"0.0483","5/28/22","KB_KVL","","0.1295","0.0107",1.462,"","TEAC_TB_2_MG"
"TB",2,"HG","Tetraneuris_acaulis","TEAC",8.5,5,32,0,1,0,90,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.41,"0.0787","5/29/22","KB_KVL","","0.6890","0.0194",2.145,"","TEAC_TB_2_HG"
"TB",3,"LG","Tetraneuris_acaulis","TEAC",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","TEAC_TB_3_LG"
"TB",3,"MG","Tetraneuris_acaulis","TEAC",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","TEAC_TB_3_MG"
"TB",3,"HG","Tetraneuris_acaulis","TEAC",NA,NA,NA,NA,NA,NA,NA,"perennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",NA,"","5/29/22","KB_KVL","",NA,NA,NA,"not collected","TEAC_TB_3_HG"
"TB",1,"LG","Tragopogon_dubius","TRDU",16.5,1,21,5,0,0,90,"annual_biennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.34,"0.1888","5/28/22","KB_KVL","","0.631","0.0331",6.499,"","TRDU_TB_1_LG"
"TB",1,"MG","Tragopogon_dubius","TRDU",19.9,1,14,1,0,0,95,"annual_biennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.57,"0.1674","5/28/22","KB_KVL","","0.0299","0.4185",5.517,"","TRDU_TB_1_MG"
"TB",1,"HG","Tragopogon_dubius","TRDU",27,8,41,0,1,0,95,"annual_biennial","forb","C3","5/25/22","Early","KB_GT_MF_KVL","",0.42,"0.3631","5/28/22","KB_KVL","","2.8576","0.0023",9.37,"","TRDU_TB_1_HG"
"TB",2,"LG","Tragopogon_dubius","TRDU",20.4,3,32,0,1,0,95,"annual_biennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.39,"0.2835","5/28/22","KB_KVL","","1.3187","0.0474",7.815,"","TRDU_TB_2_LG"
"TB",2,"MG","Tragopogon_dubius","TRDU",25.6,8,32,0,1,0,95,"annual_biennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B2 Water",0.38,"0.24","5/28/22","KB_KVL","","1.4988","0.0419",8.033,"","TRDU_TB_2_MG"
"TB",2,"HG","Tragopogon_dubius","TRDU",13.8,0,22,1,1,0,85,"annual_biennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.3,"0.113","5/29/22","KB_KVL","","0.4405","0.0221",3.856,"","TRDU_TB_2_HG"
"TB",3,"LG","Tragopogon_dubius","TRDU",17.5,0,19,0,0,0,90,"annual_biennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.42,"0.1545","5/29/22","KB_KVL","","0.4813","0.0312",5.772,"","TRDU_TB_3_LG"
"TB",3,"MG","Tragopogon_dubius","TRDU",17.6,5,15,0,1,0,80,"annual_biennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","Plant from B3MG",0.27,"0.1367","5/29/22","KB_KVL","","0.4267","0.0255",5.148,"found, tb-b3-22-2","TRDU_TB_3_MG"
"TB",3,"HG","Tragopogon_dubius","TRDU",22.1,0,31,0,1,0,85,"annual_biennial","forb","C3","5/26/22","Early","KB_GT_MF_KVL","",0.52,"0.1937","5/29/22","KB_KVL","","1.3209","0.0345",4.454,"","TRDU_TB_3_HG"
"FK",1,"LG","Tragopogon_dubius","TRDU",17.6,2,21,0,1,0,98,"annual_biennial","forb","C3","5/30/22","Early","KB_KVL","",0.42,"0.1665","5/30/22","KB_KVL","","0.671","0.0278",5.588,"","TRDU_FK_1_LG"
"FK",1,"MG","Tragopogon_dubius","TRDU",24.9,6,23,1,1,0,95,"annual_biennial","forb","C3","5/30/22","Early","KB_KVL","",0.31,"0.2598","5/30/22","KB_KVL","","1.0294","0.0442",8.618,"","TRDU_FK_1_MG"
"FK",1,"HG","Tragopogon_dubius","TRDU",17.3,0,23,2,1,0,97,"annual_biennial","forb","C3","5/30/22","Early","KB_KVL","",0.34,"0.1199","6/1/22","KB_KVL","","0.621","0.0234",2.298,"found","TRDU_FK_1_HG"
"FK",2,"LG","Tragopogon_dubius","TRDU",19.4,3,18,0,1,0,95,"annual_biennial","forb","C3","5/31/22","Early","KB_KVL","",0.33,"0.1563","6/1/22","KB_KVL","","0.6737","0.0294",4.932,"","TRDU_FK_2_LG"
"FK",2,"MG","Tragopogon_dubius","TRDU",17.8,0,17,1,1,0,95,"annual_biennial","forb","C3","5/31/22","Early","KB_KVL","",0.48,"0.1706","6/1/22","KB_KVL","","0.603","0.0326",5.877,"","TRDU_FK_2_MG"
"FK",2,"HG","Tragopogon_dubius","TRDU",19.7,6,22,1,1,0,92,"annual_biennial","forb","C3","5/31/22","Early","KB_KVL","",0.35,"0.1618","6/1/22","KB_KVL","","0.7619","0.0317",5.738,"","TRDU_FK_2_HG"
"FK",3,"LG","Tragopogon_dubius","TRDU",21.8,1,19,1,1,0,95,"annual_biennial","forb","C3","6/1/22","Early","KB_KVL","",0.55,"0.1697","6/1/22","KB_KVL","","0.8413","0.0327",5.366,"","TRDU_FK_3_LG"
"FK",3,"MG","Tragopogon_dubius","TRDU",20.3,4,21,0,1,0,99,"annual_biennial","forb","C3","6/1/22","Early","KB_KVL","",0.78,"0.2545","6/1/22","KB_KVL","","1.0875","0.0476",8.251,"","TRDU_FK_3_MG"
"FK",3,"HG","Tragopogon_dubius","TRDU",12.8,0,19,0,1,0,90,"annual_biennial","forb","C3","6/1/22","Early","KB_KVL","",0.55,"0.1218","6/2/22","KB_KVL","","0.3468","0.0227",4.176,"","TRDU_FK_3_HG"
"TB",1,"LG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",1,"MG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",1,"HG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/25/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",2,"LG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",2,"MG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",2,"HG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",3,"LG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",3,"MG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TB",3,"HG","Tradescantia_occidentalis","TROC",NA,NA,NA,NA,NA,NA,NA,"","","","5/26/22","Early","KB_GT_MF_KVL","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
